title,original_title,popularity,vote_average,vote_count,release_date
Twitches,Twitches,22.458,6.8,506,2005-10-14
The Rookie,The Rookie,21.188,6.8,439,2002-03-25
I'm for the Hippopotamus,Io sto con gli ippopotami,10.361,6.8,461,1979-11-30
Peninsula,반도,61.575,6.761,2345,2020-07-15
Beverly Hills Cop: Axel F,Beverly Hills Cop: Axel F,95.073,6.8,1062,2024-06-20
The Last Seduction,The Last Seduction,13.723,6.761,368,1994-05-26
Doctor Strange,Doctor Strange,17.798,6.761,314,2007-08-14
Goal!,Goal!,16.83,6.8,1108,2005-09-29
Only You,Only You,17.642,6.761,506,1994-03-04
Never Back Down,Never Back Down,45.868,6.8,2284,2008-03-04
Mallrats,Mallrats,15.907,6.8,1222,1995-10-20
Scrooge: A Christmas Carol,Scrooge: A Christmas Carol,26.361,6.76,421,2022-11-18
X,X,70.938,6.8,3229,2022-03-17
In Her Name,Au nom de ma fille,12.324,6.8,314,2016-03-16
Unthinkable,Unthinkable,16.881,6.8,1167,2010-06-14
The Good Son,The Good Son,22.14,6.8,936,1993-09-24
Sun in Buckets,Sole a catinelle,6.888,6.759,1658,2013-10-31
In the Heart of the Sea,In the Heart of the Sea,34.055,6.8,4072,2015-12-03
Romancing the Stone,Romancing the Stone,20.575,6.8,1799,1984-03-30
Marvel One-Shot: All Hail the King,Marvel One-Shot: All Hail the King,15.971,6.8,528,2014-02-04
Wyatt Earp,Wyatt Earp,20.393,6.8,834,1994-06-24
Against the Ice,Against the Ice,14.924,6.8,530,2022-02-10
Justice League vs. the Fatal Five,Justice League vs. the Fatal Five,20.261,6.8,338,2019-03-29
One Man and his Cow,La Vache,7.643,6.8,335,2016-02-17
Family Guy Presents: It's a Trap!,Family Guy Presents: It's a Trap!,11.376,6.757,414,2010-12-21
Breaking Surface,Breaking Surface,15.908,6.8,403,2020-02-14
The Highwaymen,The Highwaymen,17.089,6.8,2002,2019-03-15
Pawn Sacrifice,Pawn Sacrifice,17.444,6.8,935,2015-09-16
Get on Up,Get on Up,9.829,6.8,512,2014-08-01
All Dogs Go to Heaven,All Dogs Go to Heaven,26.105,6.8,1012,1989-11-17
Spaceman,Spaceman,43.049,6.753,784,2024-02-23
Kingsglaive: Final Fantasy XV,キングスグレイブ ファイナルファンタジーXV,18.324,6.8,686,2016-07-09
The Equalizer 2,The Equalizer 2,54.61,6.755,5307,2018-07-19
Free State of Jones,Free State of Jones,27.809,6.8,1473,2016-06-24
The Adjustment Bureau,The Adjustment Bureau,25.2,6.8,4479,2011-03-03
Opera,Opera,13.021,6.8,466,1987-12-19
Sixty Minutes,60 Minuten,51.149,6.8,558,2024-01-19
One Shot,One Shot,25.926,6.8,846,2021-11-05
Death Sentence,Death Sentence,15.559,6.8,1129,2007-08-31
Ali,Ali,21.708,6.8,1690,2001-12-10
Ice Age: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs,79.279,6.8,8250,2009-06-26
The King's Man,The King's Man,61.209,6.753,4476,2021-12-22
Bridget Jones's Diary,Bridget Jones's Diary,42.37,6.8,4984,2001-04-13
Terrifier 2,Terrifier 2,377.338,6.8,2022,2022-10-06
Blue Beetle,Blue Beetle,57.991,6.8,2584,2023-08-16
Metro,Метро,16.08,6.8,339,2013-02-21
The Nun II,The Nun II,92.804,6.8,2024,2023-09-06
Mr. Jones,Mr. Jones,14.357,6.8,396,2019-10-03
The Mummy,The Mummy,15.896,6.8,615,1932-12-22
13 Going on 30,13 Going on 30,35.073,6.8,5091,2004-04-13
The 'Burbs,The 'Burbs,20.032,6.8,1214,1989-02-17
Young Sherlock Holmes,Young Sherlock Holmes,14.148,6.8,611,1985-12-04
Shadow,影,18.388,6.7,378,2018-09-30
Life Is a Long Quiet River,La vie est un long fleuve tranquille,10.793,6.7,413,1988-02-03
Oliver Twist,Oliver Twist,16.169,6.749,1165,2005-09-23
Acrimony,Acrimony,24.456,6.7,377,2018-03-30
The Big Kahuna,The Big Kahuna,12.714,6.7,350,1999-11-17
The Tree of Life,The Tree of Life,22.053,6.7,3040,2011-05-17
Frankie and Johnny,Frankie and Johnny,25.988,6.748,561,1991-10-11
Freaks,Freaks,18.921,6.7,1124,2019-09-12
Capricorn One,Capricorn One,16.974,6.7,446,1977-12-10
Serial Mom,Serial Mom,16.92,6.7,678,1994-04-13
Cat's Eye,Cat's Eye,18.284,6.7,641,1985-04-12
The Clan,El clan,12.447,6.7,409,2015-08-13
Kill the Irishman,Kill the Irishman,16.611,6.7,617,2011-03-10
Home Alone 2: Lost in New York,Home Alone 2: Lost in New York,159.741,6.7,9503,1992-11-15
The Life Ahead,La vita davanti a sé,12.29,6.7,543,2020-11-03
Kinky Boots,Kinky Boots,13.737,6.7,332,2005-08-30
Sid and Nancy,Sid and Nancy,14.545,6.7,496,1986-09-12
Black Beauty,Black Beauty,20.206,6.7,332,1994-07-29
The Devil's Rejects,The Devil's Rejects,25.123,6.7,1403,2005-07-22
Retribution,El desconocido,13.519,6.7,415,2015-09-21
The Majestic,The Majestic,16.374,6.7,729,2001-12-21
Miracle on 34th Street,Miracle on 34th Street,29.746,6.7,1006,1994-11-18
Con Air,Con Air,30.889,6.7,4142,1997-06-05
Sleepless in Seattle,Sleepless in Seattle,32.698,6.7,2311,1993-06-24
Infested,Vermines,35.276,6.7,358,2023-12-27
Bad Tales,Favolacce,7.632,6.742,567,2020-06-15
Pokémon the Movie: Mewtwo Strikes Back - Evolution,ミュウツーの逆襲 EVOLUTION,29.025,6.7,525,2019-07-12
Bad Education,Bad Education,13.303,6.742,662,2019-09-08
Rush Hour 2,Rush Hour 2,39.557,6.7,4061,2001-08-03
Twin Dragons,双龙会,18.083,6.7,380,1992-01-15
Waitress,Waitress,13.792,6.7,517,2007-05-25
Mission: Impossible III,Mission: Impossible III,47.515,6.741,6734,2006-04-25
The Quake,Skjelvet,28.509,6.7,746,2018-08-31
Machine Gun Preacher,Machine Gun Preacher,21.938,6.7,1032,2011-09-23
He Got Game,He Got Game,17.125,6.737,696,1998-05-01
Carbone,Carbone,10.822,6.7,419,2017-11-01
Dragon Ball Z: Dead Zone,ドラゴンボールＺ オラの悟飯をかえせッ!!,37.777,6.7,536,1989-07-15
Your Friend the Rat,Your Friend the Rat,16.63,6.7,362,2007-11-06
Hearts in Atlantis,Hearts in Atlantis,16.441,6.7,540,2001-09-28
High Tension,Haute tension,18.82,6.7,1287,2003-06-18
All the Way Boys,...più forte ragazzi!,17.714,6.7,377,1972-12-22
The Thomas Crown Affair,The Thomas Crown Affair,22.242,6.7,1153,1999-08-06
Godmothered,Godmothered,25.86,6.7,600,2020-12-04
Rio,Rio,68.156,6.7,6620,2011-04-03
Whip It,Whip It,14.888,6.7,1030,2009-04-09
Sisters,Sisters,12.596,6.7,382,1973-04-18
Bring It On: Fight to the Finish,Bring It On: Fight to the Finish,1.261,6.7,534,2009-07-30
Detroit Rock City,Detroit Rock City,13.99,6.7,398,1999-08-13
Deadwood: The Movie,Deadwood: The Movie,13.951,6.7,377,2019-05-31
Before We Go,Before We Go,14.893,6.7,1786,2014-09-04
Fantomas vs. Scotland Yard,Fantômas contre Scotland Yard,12.78,6.7,510,1967-03-16
Battlestar Galactica: The Plan,Battlestar Galactica: The Plan,18.631,6.7,422,2009-10-27
The Whistleblower,The Whistleblower,13.148,6.7,546,2010-09-13
Tinker Bell and the Great Fairy Rescue,Tinker Bell and the Great Fairy Rescue,53.29,6.7,917,2010-07-29
Dragon Ball GT: A Hero's Legacy,ドラゴンボールＧＴ 悟空外伝！ 勇気の証しは四星球,46.128,6.7,329,1997-03-26
The Hound of the Baskervilles,The Hound of the Baskervilles,13.728,6.736,324,1959-05-04
Road House,Road House,16.626,6.736,1269,1989-05-19
Reptile,Reptile,21.448,6.7,923,2023-09-29
The Good Dinosaur,The Good Dinosaur,58.626,6.7,5502,2015-11-14
Do you know Claudia?,Tu la conosci Claudia?,6.865,6.7,1004,2004-12-15
The Firm,The Firm,24.374,6.7,1978,1993-06-30
Kung Fu Panda: Secrets of the Furious Five,Kung Fu Panda: Secrets of the Furious Five,20.17,6.7,422,2008-11-08
Superman II,Superman II,24.213,6.7,2237,1980-12-12
Dreamgirls,Dreamgirls,21.69,6.7,986,2006-12-25
What If,What If,20.062,6.7,1939,2013-09-07
Dragon Ball Z: Broly - Second Coming,ドラゴンボールＺ 危険なふたり！超戦士はねむれない,49.077,6.7,657,1994-03-12
The Messenger,The Messenger,13.24,6.7,425,2009-11-13
Chopper,Chopper,14.019,6.7,357,2000-06-21
Family Plot,Family Plot,12.69,6.736,442,1976-04-09
Fractured,Fractured,27.34,6.733,2512,2019-09-22
Million Dollar Arm,Million Dollar Arm,20.107,6.7,607,2014-05-09
Silver Streak,Silver Streak,19.018,6.733,318,1976-12-03
May God Save Us,Que Dios nos perdone,10.617,6.7,428,2016-10-28
Nymphomaniac: Vol. II,Nymphomaniac: Vol. II,60.879,6.732,2900,2013-12-25
Romeo & Juliet,Romeo & Juliet,17.012,6.7,551,2013-09-12
The Mortuary Collection,The Mortuary Collection,20.629,6.7,420,2020-09-25
Annette,Annette,12.339,6.7,672,2021-07-07
Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,61.751,6.731,10306,2015-09-09
Soap and Water,Acqua e sapone,6.529,6.731,351,1983-10-27
Broadcast News,Broadcast News,14.04,6.7,400,1987-12-16
Thunderbolt and Lightfoot,Thunderbolt and Lightfoot,12.292,6.7,522,1974-05-23
Bad Samaritan,Bad Samaritan,23.701,6.7,676,2018-04-19
Antiporno,アンチポルノ,15.586,6.7,391,2017-01-28
Hush,Hush,26.616,6.7,4536,2016-03-12
Welcome to the South,Benvenuti al sud,9.222,6.7,1785,2010-10-01
The Cat o' Nine Tails,Il gatto a nove code,15.335,6.7,402,1971-02-12
Shadows and Fog,Shadows and Fog,12.789,6.73,359,1991-12-05
"See No Evil, Hear No Evil","See No Evil, Hear No Evil",22.062,6.7,958,1989-05-12
A Love Song for Bobby Long,A Love Song for Bobby Long,13.223,6.7,368,2004-09-02
Saturday Night Fever,Saturday Night Fever,22.397,6.7,1897,1977-12-16
Bumblebee,Bumblebee,48.376,6.7,6073,2018-12-15
Pretty in Pink,Pretty in Pink,13.249,6.7,1080,1986-02-28
DuckTales: The Movie - Treasure of the Lost Lamp,DuckTales: The Movie - Treasure of the Lost Lamp,26.808,6.7,861,1990-08-03
The Fog,The Fog,27.453,6.7,1530,1980-02-07
The Matrix Revolutions,The Matrix Revolutions,44.218,6.728,9829,2003-11-05
Long Shot,Long Shot,16.817,6.7,2645,2019-05-02
Twitches Too,Twitches Too,18.545,6.7,341,2007-10-12
Stealing Beauty,Stealing Beauty,34.974,6.7,554,1996-03-29
Son of Rambow,Son of Rambow,11.692,6.727,439,2007-01-22
El Mariachi,El Mariachi,15.174,6.7,1116,1993-02-22
The Da Vinci Code,The Da Vinci Code,38.283,6.7,9240,2006-05-17
Ocean's Thirteen,Ocean's Thirteen,23.545,6.7,6277,2007-06-05
Logan Lucky,Logan Lucky,31.618,6.726,3480,2017-08-17
Tallulah,Tallulah,11.731,6.7,709,2016-06-02
The Gilded Cage,La Cage Dorée,8.264,6.7,329,2013-04-19
Batman: Soul of the Dragon,Batman: Soul of the Dragon,13.022,6.7,335,2021-01-12
Space Jam: A New Legacy,Space Jam: A New Legacy,47.408,6.7,3997,2021-07-08
Henry: Portrait of a Serial Killer,Henry: Portrait of a Serial Killer,12.518,6.7,687,1986-09-24
Frantic,Frantic,18.649,6.725,1003,1988-02-19
Lord of the Flies,Lord of the Flies,17.792,6.7,509,1963-08-13
Hibernatus,Hibernatus,13.326,6.7,459,1969-09-10
A Prayer Before Dawn,A Prayer Before Dawn,20.759,6.7,565,2018-05-24
The Thinning,The Thinning,14.746,6.7,352,2016-10-12
Escape Plan,Escape Plan,40.524,6.7,5105,2013-10-09
Paul,Paul,32.795,6.724,5693,2011-02-14
Tucker: The Man and His Dream,Tucker: The Man and His Dream,19.185,6.7,377,1988-08-12
"Mickey, Donald, Goofy: The Three Musketeers","Mickey, Donald, Goofy: The Three Musketeers",24.323,6.7,924,2004-08-04
Disenchanted,Disenchanted,31.141,6.7,1074,2022-11-18
Green Room,Green Room,20.405,6.7,2655,2016-04-15
Anna Karenina,Anna Karenina,23.536,6.7,2257,2012-09-06
Special Forces,Forces spéciales,20.671,6.7,572,2011-11-02
A Serious Man,A Serious Man,14.031,6.723,2064,2009-10-02
Rock Star,Rock Star,21.598,6.7,730,2001-09-04
Mighty Aphrodite,Mighty Aphrodite,19.435,6.723,674,1995-09-13
Marvin's Room,Marvin's Room,19.399,6.7,581,1996-12-18
Scanners,Scanners,11.916,6.7,1176,1981-01-14
Dumb Money,Dumb Money,35.86,6.7,522,2023-09-15
Inside,À l'intérieur,17.903,6.7,812,2007-06-13
Narc,Narc,14.691,6.7,509,2002-01-14
Fletch,Fletch,13.49,6.7,655,1985-05-31
An American Tail,An American Tail,21.477,6.7,1318,1986-11-21
Elizabeth: The Golden Age,Elizabeth: The Golden Age,23.206,6.7,1203,2007-09-09
Badland Hunters,황야,61.433,6.721,693,2024-01-25
Samaritan,Samaritan,30.123,6.721,1973,2022-08-25
What We Did on Our Holiday,What We Did on Our Holiday,14.298,6.7,513,2014-09-26
The Beautician and the Beast,The Beautician and the Beast,18.448,6.7,346,1997-02-07
Dog Soldiers,Dog Soldiers,19.46,6.7,856,2002-05-10
The Girl Next Door,The Girl Next Door,76.697,6.7,3478,2004-04-09
The Polar Express,The Polar Express,96.886,6.7,6226,2004-11-10
Summertime,La Belle Saison,25.896,6.7,332,2015-08-19
Camp X-Ray,Camp X-Ray,22.372,6.7,1001,2014-10-17
Mr. Peabody & Sherman,Mr. Peabody & Sherman,34.414,6.7,2335,2014-02-07
Memphis Belle,Memphis Belle,15.823,6.7,371,1990-09-07
Bottoms,Bottoms,27.079,6.7,603,2023-08-25
Hillbilly Elegy,Hillbilly Elegy,28.245,6.719,902,2020-11-09
Overlord,Overlord,68.086,6.7,2835,2018-11-01
A Family Man,A Family Man,15.373,6.7,497,2016-09-13
Fellini Satyricon,Fellini – satyricon,12.151,6.7,327,1969-09-18
The Thing from Another World,The Thing from Another World,16.571,6.7,593,1951-04-05
Ruby & Quentin,Tais-toi !,15.892,6.7,801,2003-10-22
Love Again,Love Again,25.48,6.704,355,2023-05-04
YES DAY,YES DAY,24.217,6.7,1188,2021-03-11
Anna,Anna,36.417,6.7,2679,2019-06-19
Bloodshot,Bloodshot,32.154,6.7,4924,2020-03-05
The Devil's Double,The Devil's Double,12.8,6.7,550,2011-02-11
Angels & Demons,Angels & Demons,41.437,6.7,6747,2009-04-23
The Enforcer,The Enforcer,25.122,6.7,863,1976-12-16
My Brother Is an Only Child,Mio fratello è figlio unico,10.687,6.7,394,2007-03-28
Demolition Man,Demolition Man,30.297,6.7,3632,1993-10-08
Penelope,Penelope,19.174,6.7,1375,2006-03-01
The Son,The Son,41.537,6.7,437,2022-11-10
Judy,Judy,12.433,6.7,1159,2019-09-27
Enough Said,Enough Said,11.823,6.7,830,2013-09-18
La matassa,La matassa,6.212,6.7,468,2009-03-13
The Little Devil,Il piccolo diavolo,8.953,6.7,398,1988-07-01
Brotherhood of the Wolf,Le Pacte des loups,26.966,6.7,1518,2001-01-31
Peppermint,Peppermint,25.37,6.7,2030,2018-09-06
The Boys from Brazil,The Boys from Brazil,12.92,6.7,382,1978-10-05
Boiler Room,Boiler Room,22.42,6.7,645,2000-02-18
White Fang,White Fang,19.175,6.7,585,1991-01-18
The First Wives Club,The First Wives Club,20.531,6.7,740,1996-09-20
Terrified,Aterrados,36.019,6.715,650,2018-05-03
The Freshmen,Première année,10.464,6.7,687,2018-09-12
The Little Mermaid: Ariel's Beginning,The Little Mermaid: Ariel's Beginning,1.702,6.7,1008,2008-08-25
Superman: Doomsday,Superman: Doomsday,26.377,6.7,609,2007-09-18
Mermaids,Mermaids,17.72,6.7,498,1990-12-14
The Kid,The Kid,15.949,6.7,993,2000-07-07
Till Death,Till Death,21.844,6.7,805,2021-07-02
Worth,Worth,14.748,6.7,322,2021-07-21
Cado dalle nubi,Cado dalle nubi,8.24,6.714,1622,2009-11-27
Local Hero,Local Hero,13.49,6.7,337,1983-02-17
Bruce Almighty,Bruce Almighty,55.731,6.714,10625,2003-05-23
Batman: Gotham Knight,Batman: Gotham Knight,23.998,6.7,682,2008-07-08
The Monster Squad,The Monster Squad,19.715,6.7,563,1987-08-14
Coma,Coma,19.707,6.7,401,1978-01-06
"Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot",11.989,6.7,676,2018-04-04
"As Above, So Below","As Above, So Below",39.439,6.7,3438,2014-08-14
Draft Day,Draft Day,17.04,6.7,913,2014-04-11
The Brood,The Brood,13.544,6.7,694,1979-05-25
My Sassy Girl,My Sassy Girl,18.432,6.7,366,2008-05-26
Oliver & Company,Oliver & Company,25.041,6.7,1553,1988-11-18
Rob Roy,Rob Roy,12.951,6.7,628,1995-04-13
Child's Play,Child's Play,35.748,6.712,2965,1988-11-09
Main Hoon Na,मैं हूँ ना,15.769,6.7,329,2004-04-30
The Transporter,The Transporter,42.61,6.7,5280,2002-10-02
Guava Island,Guava Island,12.943,6.7,319,2019-04-13
Heaven Is for Real,Heaven Is for Real,35.662,6.7,785,2014-04-16
Germinal,Germinal,12.525,6.71,307,1993-09-29
Clockers,Clockers,11.174,6.7,315,1995-09-15
All Eyez on Me,All Eyez on Me,22.025,6.7,1156,2017-06-12
Piglet's Big Movie,Piglet's Big Movie,19.228,6.7,357,2003-03-16
Anchorman: The Legend of Ron Burgundy,Anchorman: The Legend of Ron Burgundy,35.549,6.7,4126,2004-06-28
Team America: World Police,Team America: World Police,17.757,6.709,1830,2004-10-10
Ice Age: The Meltdown,Ice Age: The Meltdown,60.01,6.7,9651,2006-03-29
Tag,Tag,35.874,6.7,3095,2018-05-30
Hector and the Search for Happiness,Hector and the Search for Happiness,14.667,6.708,853,2014-08-14
Flowers in the Attic,Flowers in the Attic,18.685,6.7,359,2014-01-18
Another Earth,Another Earth,21.628,6.7,1608,2011-07-22
Exam,Exam,18.372,6.7,2039,2009-06-19
The Amazing Spider-Man,The Amazing Spider-Man,87.722,6.708,17288,2012-06-23
Still Time,Era ora,16.905,6.7,317,2023-03-16
Murder on the Orient Express,Murder on the Orient Express,46.868,6.7,9874,2017-11-03
The Big Red One,The Big Red One,15.795,6.7,305,1980-01-22
Wild Child,Wild Child,28.735,6.7,1823,2008-08-15
Don Juan DeMarco,Don Juan DeMarco,16.988,6.7,735,1994-10-12
Afterlife of the Party,Afterlife of the Party,18.067,6.7,459,2021-09-02
Operation Finale,Operation Finale,17.891,6.7,977,2018-08-29
Going in Style,Going in Style,24.673,6.705,2760,2017-04-06
Appleseed Alpha,Appleseed Alpha,10.391,6.7,361,2014-05-28
The Kingdom,The Kingdom,19.781,6.7,1615,2007-08-22
Motherless Brooklyn,Motherless Brooklyn,13.904,6.704,1424,2019-10-31
The Climb,L'Ascension,10.473,6.7,851,2017-01-25
The Lion Guard: Return of the Roar,The Lion Guard: Return of the Roar,21.636,6.7,1219,2015-11-22
Wendell & Wild,Wendell & Wild,24.361,6.7,318,2022-10-21
The Current War,The Current War,15.468,6.7,1050,2018-02-01
Godzilla: King of the Monsters,Godzilla: King of the Monsters,57.465,6.7,6126,2019-05-29
Fifty Shades Freed,Fifty Shades Freed,107.679,6.702,7959,2018-01-17
Barbie: A Perfect Christmas,Barbie: A Perfect Christmas,23.482,6.7,302,2011-11-03
King of New York,King of New York,20.357,6.7,645,1990-07-18
Entangled,Entangled,13.71,6.701,321,2021-11-12
Alone in Berlin,Alone in Berlin,17.219,6.7,368,2016-02-15
The Little Death,The Little Death,11.868,6.7,467,2014-06-13
RED,RED,27.139,6.701,6646,2010-10-13
Wayne's World,Wayne's World,19.238,6.7,2206,1992-02-14
Signs,Signs,30.335,6.7,5587,2002-08-02
Taxi,Taxi,20.945,6.7,2451,1998-04-08
Secret Society of Second Born Royals,Secret Society of Second Born Royals,19.481,6.7,529,2020-09-25
"Mektoub, My Love: Canto Uno","Mektoub, My Love: Canto Uno",23.775,6.7,307,2017-09-07
The Flash,The Flash,85.498,6.7,4226,2023-06-13
Bottle Rocket,Bottle Rocket,9.993,6.7,1044,1996-02-21
Ju-on: The Grudge,呪怨,28.942,6.7,793,2002-10-18
Just Go with It,Just Go with It,48.853,6.699,5678,2011-02-10
Julie & Julia,Julie & Julia,23.59,6.7,2058,2009-08-06
Bring It On: All or Nothing,Bring It On: All or Nothing,1.488,6.7,802,2006-07-18
The Cooler,The Cooler,9.767,6.7,346,2003-11-26
Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,17.444,6.7,1121,2002-12-31
Fear Street: 1994,Fear Street: 1994,30.066,6.7,2285,2021-06-28
Major Grom: Plague Doctor,Майор Гром: Чумной Доктор,21.528,6.7,582,2021-04-01
Lethal Weapon 3,Lethal Weapon 3,25.277,6.7,2862,1992-05-15
Yesterday,Yesterday,20.641,6.7,3893,2019-06-26
Attraction,Притяжение,47.937,6.7,799,2017-01-26
No One Will Save You,No One Will Save You,47.049,6.696,1139,2023-09-22
I Am Mother,I Am Mother,19.58,6.696,2528,2019-06-07
Aline,Aline,11.01,6.7,352,2020-11-19
The Gift,The Gift,22.599,6.7,3180,2015-07-31
Bananas,Bananas,10.898,6.7,739,1971-04-28
Along for the Ride,Along for the Ride,22.213,6.7,343,2022-05-06
Loving,Loving,13.005,6.7,912,2016-11-04
Altered States,Altered States,12.985,6.7,647,1980-12-25
Dikkenek,Dikkenek,10.016,6.7,670,2006-06-21
21,21,32.118,6.695,4595,2008-03-27
We Own the Night,We Own the Night,16.303,6.695,1357,2007-10-12
From Hell,From Hell,17.948,6.695,2774,2001-02-08
Jurassic World Dominion,Jurassic World Dominion,88.314,6.7,6052,2022-06-01
Flawless,Flawless,16.712,6.7,535,2007-09-01
Marie Antoinette,Marie Antoinette,21.254,6.7,2701,2006-05-24
Slow West,Slow West,10.022,6.7,961,2015-05-15
Return to Halloweentown,Return to Halloweentown,13.259,6.7,591,2006-10-20
Naruto the Movie: Legend of the Stone of Gelel,劇場版 NARUTO -ナルト- 大激突!幻の地底遺跡だってばよ,32.163,6.7,388,2005-08-06
Return to Oz,Return to Oz,19.696,6.7,997,1985-06-21
Up in Smoke,Up in Smoke,17.017,6.7,551,1978-05-16
Beautiful Disaster,Beautiful Disaster,37.965,6.7,767,2023-04-04
Mank,Mank,14.11,6.7,1586,2020-11-13
X+Y,X+Y,17.361,6.7,553,2014-03-13
Jurassic World,Jurassic World,68.018,6.7,20279,2015-06-06
The Soloist,The Soloist,14.575,6.693,766,2009-04-24
Pokémon the Movie 2000,劇場版ポケットモンスター 幻のポケモン ルギア爆誕,26.798,6.7,835,1999-07-17
The Score,The Score,20.741,6.692,1621,2001-07-13
Monster House,Monster House,44.069,6.692,3944,2006-06-30
Step Up 2: The Streets,Step Up 2: The Streets,31.59,6.7,2281,2008-02-14
Trolls Holiday,Trolls Holiday,19.801,6.7,480,2017-11-01
Sabrina the Teenage Witch,Sabrina the Teenage Witch,7.863,6.7,319,1996-04-07
Disturbia,Disturbia,32.462,6.7,3663,2007-03-27
Peter Rabbit,Peter Rabbit,25.9,6.7,1759,2018-02-07
